Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Bulknes,9384370,In Service,Hybrid,04. Apr 15,Fitted
Noordam,9230115,In Service,Open Loop,01. Apr 15,Fitted
Prinsesse Benedikte,9144421,In Service,Closed Loop,31. Mar 15,Fitted
Elbe Highway,9316282,In Service,Hybrid,30. Mar 15,Fitted
Finnwave,9468932,In Service,Open Loop,23. Mar 15,Fitted
Ark Dania,9609964,In Service,Hybrid,22. Mar 15,Fitted
Sandnes,9306029,In Service,Hybrid,20. Mar 15,Fitted
GNV Spirit,9198927,In Service,Hybrid,18. Mar 15,Fitted
Finntide,9468920,In Service,Open Loop,16. Mar 15,Fitted
Athena Seaways,9350680,In Service,Hybrid,13. Mar 15,Fitted
Carnival Paradise,9120877,In Service,Open Loop,11. Mar 15,Fitted
Finnlady,9336268,In Service,Open Loop,06. Mar 15,Fitted
Yeoman Bontrup,8912297,In Service,Open Loop,28. Feb 15,Fitted
Cellus,9173317,In Service,TBC,26. Feb 15,Fitted
Saimaagracht,9288069,In Service,Open Loop,25. Feb 15,Fitted
Finnpulp,9212644,In Service,Open Loop,19. Feb 15,Fitted
Eurocargo Trieste,9468906,In Service,Open Loop,19. Feb 15,Fitted
Color Magic,9349863,In Service,Open Loop,12. Feb 15,Fitted
Suomigracht,9288057,In Service,Open Loop,31. Jan 15,Fitted
Finnmill,9212656,In Service,Open Loop,30. Jan 15,Fitted
Freedom of the Seas,9304033,In Service,Hybrid,30. Jan 15,Fitted
Eurocargo Valencia,9468918,In Service,Open Loop,29. Jan 15,Fitted
Finnstar,9319442,In Service,Open Loop,28. Jan 15,Fitted
Containerships VIII,9336244,In Service,Open Loop,24. Jan 15,Fitted
Superspeed 1,9374519,In Service,Open Loop,24. Jan 15,Fitted
Prins Richard,9144419,In Service,Closed Loop,24. Jan 15,Fitted
Containerships VI,9188518,In Service,Open Loop,20. Jan 15,Fitted
AIDAmar,9490052,In Service,Open Loop,18. Jan 15,Fitted
Finnsea,9468891,In Service,Open Loop,17. Jan 15,Fitted
Queen Victoria,9320556,In Service,Open Loop,17. Jan 15,Fitted
Ling Yun He,9223772,In Service,Hybrid,15. Jan 15,Fitted
Lady Christina,9201815,In Service,Open Loop,12. Jan 15,Fitted
Bore Song,9443566,In Service,Hybrid,08. Jan 15,Fitted
Bahia Cargo,9207895,In Service,Open Loop,06. Jan 15,Fitted
Independence of the Seas,9349681,In Service,Hybrid,01. Jan 15,Fitted
Normandie,9006253,In Service,Open Loop,28. Dec 14,Fitted
Westerdam,9226891,In Service,Open Loop,25. Dec 14,Fitted
Finnbreeze,9468889,In Service,Open Loop,23. Dec 14,Fitted
Volendam,9156515,In Service,Open Loop,21. Dec 14,Fitted
Lady Clarissa,9201803,In Service,Open Loop,19. Dec 14,Fitted
Costa Deliziosa,9398917,In Service,Open Loop,18. Dec 14,Fitted
Aurora,9169524,In Service,Open Loop,16. Dec 14,Fitted
Costa Fascinosa,9479864,In Service,Open Loop,13. Dec 14,Fitted
Bentayga Cargo,9207883,In Service,Open Loop,11. Dec 14,Fitted
Trica,9307384,In Service,Hybrid,11. Dec 14,Fitted
Schippersgracht,9197363,In Service,Open Loop,08. Dec 14,Fitted
Lady Carina,9201827,In Service,Open Loop,04. Dec 14,Fitted
Tundraland,9343273,In Service,Closed Loop,02. Dec 14,Fitted
Carnival Freedom,9333149,In Service,Open Loop,01. Dec 14,Fitted
Deutschland,9151541,In Service,Closed Loop,24. Nov 14,Fitted
Carnival Pride,9223954,In Service,Open Loop,06. Nov 14,Fitted
Kraftca,9307360,In Service,Hybrid,06. Nov 14,Fitted
Genca,9307372,In Service,Hybrid,07. Oct 14,Fitted
Sanmar Regent,9173068,In Service,Open Loop,29. Sep 14,Fitted
Aila,9354337,In Service,Hybrid,04. Sep 14,Fitted
Timca,9307358,In Service,Hybrid,01. Sep 14,Fitted
Suecia Seaways,9153020,In Service,Hybrid,29. Aug 14,Fitted
Linda,9354325,In Service,Hybrid,14. Aug 14,Fitted
Begonia Seaways,9262089,In Service,Hybrid,11. Aug 14,Fitted
Nils Dacke,9087465,In Service,Hybrid,08. Aug 14,Fitted
Freesia Seaways,9274848,In Service,Hybrid,06. Aug 14,Fitted
Pulpca,9345386,In Service,Hybrid,01. Aug 14,Fitted
Britannia Seaways,9153032,In Service,Hybrid,30. May 14,Fitted
AIDAluna,9334868,In Service,Open Loop,05. May 14,Fitted
Color Fantasy,9278234,In Service,Open Loop,01. May 14,Fitted
Primula Seaways,9259513,In Service,Hybrid,28. Apr 14,Fitted
Optima Seaways,9188427,In Service,Hybrid,26. Apr 14,Fitted
Adventure of the Seas,9167227,In Service,Hybrid,08. Apr 14,Fitted
Superspeed 2,9378682,In Service,Open Loop,05. Apr 14,Fitted
Marburg,9387592,In Service,Hybrid,01. Apr 14,Fitted
Victoria Seaways,9350721,In Service,Hybrid,26. Mar 14,Fitted
Carnival Legend,9224726,In Service,Open Loop,15. Feb 14,Fitted
Costa Pacifica,9378498,In Service,Open Loop,20. Dec 13,Fitted
Carnival Luminosa,9398905,In Service,Open Loop,05. Dec 13,Fitted
BDP Spirit,9424053,In Service,Hybrid,03. Dec 13,Fitted
Schleswig-Holstein,9151539,In Service,Closed Loop,18. Nov 13,Fitted
Selandia Seaways,9157284,In Service,Hybrid,09. Sep 13,Fitted
Petunia Seaways,9259501,In Service,Hybrid,12. Aug 13,Fitted
Magnolia Seaways,9259496,In Service,Hybrid,05. Aug 13,Fitted
Tarago,9191321,In Service,Hybrid,20. Apr 13,Fitted
Norwegian Pearl,9342281,In Service,Hybrid,19. Apr 13,Fitted
Pride of America,9209221,In Service,Hybrid,02. Apr 13,Fitted
Maersk Tukang,9334686,In Service,Hybrid,31. Mar 13,Fitted
Costa Favolosa,9479852,In Service,Open Loop,26. Nov 12,Fitted
Plyca,9345398,In Service,Hybrid,01. Nov 12,Fitted
Venture,9233416,In Service,Hybrid,17. Jun 12,Fitted
Maersk Taurus,9334674,In Service,Hybrid,01. Jan 12,Fitted
Nova,9250098,In Service,Closed Loop,01. Jan 11,Fitted
Timbus,9198680,In Service,TBC,07. Nov 09,Fitted
Zaandam,9156527,In Service,Open Loop,01. Jan 07,Fitted
Queen Vivian,9331763,In Service,Open Loop,,Fitted
AIDAprima,9636955,In Service,Open Loop,,Fitted
AIDAperla,9636967,In Service,Open Loop,,Fitted
Mein Schiff 3,9641730,In Service,Hybrid,,Fitted
Mein Schiff 4,9678408,In Service,Hybrid,,Fitted
Oceanex Connaigra,9649718,In Service,TBC,,Fitted
Britannia,9614036,In Service,Open Loop,,Fitted
Clipper Quito,9630755,In Service,Open Loop,,Fitted
Clipper Posh,9656747,In Service,Open Loop,,Fitted
Algoma Conveyor,9619268,In Service,Closed Loop,,Fitted
Algoma Niagara,9619270,In Service,Closed Loop,,Fitted
Algoma Bear,9619309,In Service,Closed Loop,,Fitted
Quantum of the Seas,9549463,In Service,Hybrid,,Fitted
Anthem of the Seas,9656101,In Service,Hybrid,,Fitted
Berlin,9587855,In Service,Closed Loop,,Fitted
Copenhagen,9587867,In Service,Closed Loop,,Fitted
Liberty Power,9578957,In Service,Open Loop,,Fitted
Drive Green Highway,9728069,In Service,Hybrid,,Fitted
Thermopylae,9702443,In Service,Hybrid,,Fitted
Thalatta,9702455,In Service,Hybrid,,Fitted
Theben,9722302,In Service,Hybrid,,Fitted
Themis,9722314,In Service,Hybrid,,Fitted
Corvette,9703837,In Service,Hybrid,,Fitted
Ovation of the Seas,9697753,In Service,Hybrid,,Fitted
Clipper Jupiter,9699505,In Service,Open Loop,,Fitted
Clipper Saturn,9699517,In Service,Open Loop,,Fitted
Atlantic Star,9670573,In Service,Hybrid,,Fitted
Atlantic Sail,9670585,In Service,Hybrid,,Fitted
Atlantic Sea,9670597,In Service,Hybrid,,Fitted
Atlantic Sky,9670602,In Service,Hybrid,,Fitted
Atlantic Sun,9670614,In Service,Hybrid,,Fitted
Norwegian Escape,9677076,In Service,Hybrid,,Fitted
Norwegian Joy,9703796,In Service,Hybrid,,Fitted
Viking Star,9650418,In Service,Closed Loop,,Fitted
Viking Sky,9650420,In Service,Closed Loop,,Fitted
Ramhan,9668960,In Service,Hybrid,,Fitted
Stolt Loyalty,9680114,In Service,Hybrid,,Fitted
Stolt Excellence,9720081,In Service,Hybrid,,Fitted
Koningsdam,9692557,In Service,Open Loop,,Fitted
Carnival Vista,9692569,In Service,TBC,,Fitted
Viking Sea,9725421,In Service,Closed Loop,,Fitted
Zhao Shang Yi Dun,9725433,In Service,Closed Loop,,Fitted
Harmony of the Seas,9682875,In Service,Hybrid,,Fitted
Symphony of the Seas,9744001,In Service,Hybrid,,Fitted
Nabucco,9771999,In Service,Hybrid,,Fitted
Kaprijke,9687485,In Service,Hybrid,,Fitted
Knokke,9687497,In Service,Hybrid,,Fitted
Kontich,9687502,In Service,Hybrid,,Fitted
Seabourn Encore,9731171,In Service,Open Loop,,Fitted
Clipper Venus,9731042,In Service,Open Loop,,Fitted
Yara Sela,9734850,In Service,Hybrid,,Fitted
Concorde,9734678,In Service,Hybrid,,Fitted
Asia Liberty,9752694,In Service,Open Loop,,Fitted
Asia Inspire,9752709,In Service,Open Loop,,Fitted
Norwegian Bliss,9751509,In Service,Hybrid,,Fitted
Norwegian Encore,9751511,In Service,Hybrid,,Fitted
HMM Promise,9742168,In Service,Open Loop,,Fitted
HMM Blessing,9742170,In Service,Open Loop,,Fitted
CMA CGM Pregolia,9745500,In Service,Hybrid,,Fitted
CMA CGM Neva,9745548,In Service,Hybrid,,Fitted
CMA CGM Louga,9745550,In Service,Hybrid,,Fitted
MSC Seaside,9745366,In Service,Hybrid,,Fitted
MSC Seaview,9745378,In Service,Hybrid,,Fitted
Eco Freeze,9755658,In Service,Hybrid,,Fitted
Stolt Maple,9764491,In Service,Hybrid,,Fitted
Stolt Palm,9764506,In Service,Hybrid,,Fitted
Sea Nimbus,9724544,In Service,Hybrid,,Fitted
Sea Stratus,9724556,In Service,Hybrid,,Fitted
Yara Kara,9734836,In Service,Hybrid,,Fitted
Yara Nauma,9734848,In Service,Hybrid,,Fitted
Ever Boomy,9787015,In Service,Open Loop,,Fitted
Ever Bloom,9787027,In Service,Open Loop,,Fitted
Asian Progress VI,9782522,In Service,Open Loop,,Fitted
YM Trust,9789972,In Service,Open Loop,,Fitted
YM Together,9789984,In Service,Open Loop,,Fitted
YM Trophy,9789996,In Service,Open Loop,,Fitted
Java Sea,9783942,In Service,Open Loop,,Fitted
Grande Baltimora,9784037,In Service,Hybrid,,Fitted
Grande New York,9784049,In Service,Hybrid,,Fitted
Grande Halifax,9784051,In Service,Hybrid,,Fitted
Scarlet Lady,9804801,In Service,Hybrid,,Fitted
Valiant Lady,9805336,In Service,Hybrid,,Fitted
Resilient Lady,9805348,In Service,Hybrid,,Fitted
MSC Grandiosa,9803613,In Service,Hybrid,,Fitted
MSC Virtuosa,9803625,In Service,Hybrid,,Fitted
Grande Torino,9782675,In Service,Hybrid,,Fitted
Grande Mirafiori,9782687,In Service,Hybrid,,Fitted
Grande Houston,9782699,In Service,Hybrid,,Fitted
Grande New Jersey,9782704,In Service,Hybrid,,Fitted
Grande Florida,9782716,In Service,Hybrid,,Fitted
Grande Texas,9796365,In Service,Hybrid,,Fitted
Grande California,9796377,In Service,Hybrid,,Fitted
Spectrum of the Seas,9778856,In Service,Hybrid,,Fitted
Spring Passion,9770593,In Service,Open Loop,,Fitted
Atagosan,9770608,In Service,Open Loop,,Fitted
Ireland,9770543,In Service,Hybrid,,Fitted
Ever Greet,9832729,In Service,Open Loop,,Fitted
Carnival Horizon,9767091,In Service,Open Loop,,Fitted
Nieuw Statendam,9767106,In Service,Open Loop,,Fitted
Emperor Pampero,9759991,In Service,Open Loop,,Fitted
AOM Marta,9760005,In Service,Open Loop,,Fitted
Ever Govern,9832717,In Service,Open Loop,,Fitted
MSC Meraviglia,9760512,In Service,Hybrid,,Fitted
MSC Bellissima,9760524,In Service,Hybrid,,Fitted
Kai Chuang 101,9810604,In Service,Hybrid,,Fitted
Kai Chuang 102,9810616,In Service,Hybrid,,Fitted
Siem Cicero,9762534,In Service,Hybrid,,Fitted
Neptune Barcelona,9762546,In Service,Hybrid,,Fitted
Seabourn Ovation,9764958,In Service,Open Loop,,Fitted
Navios Alegria,9757785,In Service,Hybrid,,Fitted
Mein Schiff 5,9753193,In Service,Hybrid,,Fitted
Mein Schiff 6,9753208,In Service,Hybrid,,Fitted
Mein Schiff 1,9783564,In Service,Hybrid,,Fitted
Mein Schiff 2,9783576,In Service,Hybrid,,Fitted
Savanna Breeze,9791274,In Service,Hybrid,,Fitted
Norwegian Prima,9823986,In Service,Hybrid,,Fitted
Norwegian Viva,9823998,In Service,Hybrid,,Fitted
Clipper Eos,9827205,In Service,Hybrid,,Fitted
Clipper Enyo,9827217,In Service,Hybrid,,Fitted
Clipper Eirene,9834715,In Service,Hybrid,,Fitted
Clipper Eris,9834727,In Service,Hybrid,,Fitted
Tenryu,9827358,In Service,Open Loop,,Fitted
CB Adriatic,9851696,In Service,Hybrid,,Fitted
CB Baltic,9851701,In Service,Hybrid,,Fitted
CB Caribic,9851713,In Service,Hybrid,,Fitted
CB Pacific,9851725,In Service,Hybrid,,Fitted
NSU Carajas,9827865,In Service,Open Loop,,Fitted
MSC Carole,9785445,In Service,Hybrid,,Fitted
MSC Rayshmi,9785457,In Service,Hybrid,,Fitted
MSC Eugenia,9785469,In Service,Hybrid,,Fitted
MSC Cassandre,9785471,In Service,Hybrid,,Fitted
MSC Alanya,9785483,In Service,Hybrid,,Fitted
Ladon,9798961,In Service,Open Loop,,Fitted
Strimon,9798973,In Service,Open Loop,,Fitted
Savanna Wind,9791286,In Service,Hybrid,,Fitted
Rotterdam,9837470,In Service,TBC,,Fitted
Discovery Princess,9837468,In Service,Open Loop,,Fitted
Bruarfoss,9822841,In Service,Hybrid,,Fitted
Dettifoss,9822853,In Service,Hybrid,,Fitted
Tukuma Arctica,9822865,In Service,Hybrid,,Fitted
Atlantic Falcon,9789257,In Service,Open Loop,,Fitted
Atlantic Guard,9789269,In Service,Open Loop,,Fitted
DHT Bronco,9822994,In Service,Open Loop,,Fitted
DHT Mustang,9823003,In Service,Open Loop,,Fitted
Adora Magic City,9871036,In Service,Open Loop,,Fitted
Celebrity Edge,9812705,In Service,Hybrid,,Fitted
Celebrity Apex,9838383,In Service,Closed Loop,,Fitted
Wonder of the Seas,9838345,In Service,Open Loop,,Fitted
Celebrity Beyond,9838395,In Service,Hybrid,,Fitted
Celebrity Ascent,9838400,In Service,Hybrid,,Fitted
Ephesus Seaways,9816830,In Service,Hybrid,,Fitted
Troy Seaways,9816842,In Service,Hybrid,,Fitted
Hollandia Seaways,9832585,In Service,Hybrid,,Fitted
Humbria Seaways,9832597,In Service,Hybrid,,Fitted
Flandria Seaways,9860142,In Service,Hybrid,,Fitted
Scandia Seaways,9864681,In Service,Hybrid,,Fitted
Tachibana II,9817468,In Service,Open Loop,,Fitted
Arklow Coast,9757151,In Service,Open Loop,,Fitted
Eneos Earth,9814131,In Service,Open Loop,,Fitted
Almi Atlas,9816323,In Service,Open Loop,,Fitted
Almi Titan,9816335,In Service,Open Loop,,Fitted
Woo Hyuk,9814064,In Service,Open Loop,,Fitted
Spirit of Kolkata,9813838,In Service,Hybrid,,Fitted
Spirit of Chennai,9813840,In Service,Hybrid,,Fitted
MTT Saisunee,9813852,In Service,Hybrid,,Fitted
MTT Samalaju,9813864,In Service,Hybrid,,Fitted
MTT Senari,9813876,In Service,Hybrid,,Fitted
MTT Semporna,9813888,In Service,Hybrid,,Fitted
Enchanted Princess,9807126,In Service,Open Loop,,Fitted
BW Kizoku,9810032,In Service,Open Loop,,Fitted
BW Yushi,9810044,In Service,Open Loop,,Fitted
Zhong Gu Peng Lai,9809203,In Service,Closed Loop,,Fitted
Zhong Gu Lin Yi,9809215,In Service,Closed Loop,,Fitted
Zhong Gu Da Lian,9809227,In Service,Closed Loop,,Fitted
Zhong Gu Ying Kou,9809239,In Service,Closed Loop,,Fitted
Zhong Gu Xiong An,9812901,In Service,Closed Loop,,Fitted
Zhong Gu Ri Zhao,9812913,In Service,Closed Loop,,Fitted
Ken Jyo,9791030,In Service,Open Loop,,Fitted
Ionic Kallirhoe,9796195,In Service,Open Loop,,Fitted
Cemtex Diligence,9820673,In Service,Open Loop,,Fitted
BG Diamond,9803675,In Service,Hybrid,,Fitted
BG Jade,9803687,In Service,Hybrid,,Fitted
BG Sapphire,9803699,In Service,Hybrid,,Fitted
BG Emerald,9803704,In Service,Hybrid,,Fitted
Rosa Dei Venti,9706592,In Service,TBC,,Fitted
Lily Promenade,9809552,In Service,Open Loop,,Fitted
Blue Butterfly,9788576,In Service,Open Loop,,Fitted
Ayoe,9800702,In Service,Open Loop,,Fitted
Global Aqua,9805714,In Service,Open Loop,,Fitted
New Enrich,9805805,In Service,Hybrid,,Fitted
Global Koma,9805726,In Service,Open Loop,,Fitted
CL Epic,9853022,In Service,Open Loop,,Fitted
Tasmanian Achiever II,9812468,In Service,Hybrid,,Fitted
Victorian Reliance II,9812470,In Service,Hybrid,,Fitted
New Golden Bridge VII,9813254,In Service,Open Loop,,Fitted
Future Ace,9810056,In Service,TBC,,Fitted
Zhong Gu Xia Men,9810240,In Service,Closed Loop,,Fitted
Zhong Gu Zhu Hai,9810252,In Service,Closed Loop,,Fitted
Zhong Gu Tian Jin,9810264,In Service,Closed Loop,,Fitted
Zhong Gu Bei Jing,9810276,In Service,Closed Loop,,Fitted
J Mare,9802231,In Service,Open Loop,,Fitted
Bella Ann,9802334,In Service,Open Loop,,Fitted
W. B. Yeats,9809679,In Service,Hybrid,,Fitted
Telmo,9786798,In Service,Hybrid,,Fitted
Deun,9786803,In Service,Hybrid,,Fitted
Ever Glory,9786839,In Service,Open Loop,,Fitted
Ever Globe,9786841,In Service,Open Loop,,Fitted
Carnival Venezia,9801689,In Service,Hybrid,,Fitted
Carvinal Firenze,9801691,In Service,Hybrid,,Fitted
Carnival Panorama,9802384,In Service,Open Loop,,Fitted
Sky Princess,9802396,In Service,Open Loop,,Fitted
Alpes,9817470,In Service,Hybrid,,Fitted
Aspen,9818058,In Service,Hybrid,,Fitted
Bulk Peninsula,9839014,In Service,Open Loop,,Fitted
Torm Hilde,9798014,In Service,Open Loop,,Fitted
New Treasure,9799214,In Service,Open Loop,,Fitted
Lalit Bhum,9801500,In Service,Open Loop,,Fitted
Makha Bhum,9801512,In Service,Open Loop,,Fitted
Viking Orion,9796250,In Service,Closed Loop,,Fitted
Viking Jupiter,9796262,In Service,Closed Loop,,Fitted
Advantage Portofino,9794836,In Service,Open Loop,,Fitted
Advantage Padova,9794848,In Service,Open Loop,,Fitted
Advantage Portocervo,9794850,In Service,Open Loop,,Fitted
Front Cruiser,9797230,In Service,Open Loop,,Fitted
Yuan Qian Hai,9806952,In Service,Open Loop,,Fitted
Ever Build,9790062,In Service,Open Loop,,Fitted
Ever Burly,9790086,In Service,Open Loop,,Fitted
Ever Blink,9790098,In Service,Open Loop,,Fitted
Bright Future,9791872,In Service,Open Loop,,Fitted
Akagisan,9802138,In Service,Open Loop,,Fitted
NSU Brilliance,9802140,In Service,Open Loop,,Fitted
Kybele Horizon,9839002,In Service,Open Loop,,Fitted
Bright Crest,9787792,In Service,Open Loop,,Fitted
Phoenix Jamnagar,9828962,In Service,Open Loop,,Fitted
Spirit of Discovery,9802683,In Service,Hybrid,,Fitted
Spirit of Adventure,9818084,In Service,Hybrid,,Fitted
Pyxis Pioneer,9792747,In Service,Open Loop,,Fitted
NS Dream,9800506,In Service,Open Loop,,Fitted
Odyssey Of The Seas,9795737,In Service,Hybrid,,Fitted
JY Lake,9845257,In Service,Open Loop,,Fitted
San Ramon Voyager,9834430,In Service,Open Loop,,Fitted
Houston Voyager,9834442,In Service,Open Loop,,Fitted
London Voyager,9834454,In Service,Open Loop,,Fitted
Singapore Voyager,9834466,In Service,Open Loop,,Fitted
Pan Quantum,9855513,In Service,Open Loop,,Fitted
Nord Vanquish,9833058,In Service,Open Loop,,Fitted
Nord Elegance,9870707,In Service,Open Loop,,Fitted
Nord Harmony,9870719,In Service,Open Loop,,Fitted
Sao Ebba,9822267,In Service,Open Loop,,Fitted
Sao Fabian,9822279,In Service,Open Loop,,Fitted
SM Harmony 1,9842528,In Service,Open Loop,,Fitted
SM Harmony 2,9842530,In Service,Open Loop,,Fitted
Front Samara,9845130,In Service,Open Loop,,Fitted
Front Sparta,9847114,In Service,Open Loop,,Fitted
Monte Serantes,9841615,In Service,Open Loop,,Fitted
Marlin Shikoku,9841627,In Service,Open Loop,,Fitted
Marlin Santorini,9835836,In Service,Open Loop,,Fitted
Marlin Sicily,9835848,In Service,Open Loop,,Fitted
Marlin Somerset,9835850,In Service,Open Loop,,Fitted
Marlin Sardinia,9835862,In Service,Open Loop,,Fitted
STI Maverick,9833589,In Service,Open Loop,,Fitted
STI Miracle,9833591,In Service,Open Loop,,Fitted
China Steel Liberty,9832975,In Service,Open Loop,,Fitted
China Steel Harmony,9832987,In Service,Open Loop,,Fitted
Marine Hope,9794006,In Service,Open Loop,,Fitted
Miracle Hope,9794018,In Service,Open Loop,,Fitted
Red Rum,9832793,In Service,Open Loop,,Fitted
Reference Point,9832808,In Service,Open Loop,,Fitted
Roberto,9839727,In Service,Open Loop,,Fitted
Red Marauder,9839739,In Service,Open Loop,,Fitted
Matterhorn Explorer,9847425,In Service,Open Loop,,Fitted
Eiger Explorer,9847437,In Service,Open Loop,,Fitted
Crystal Angel,9833199,In Service,Open Loop,,Fitted
Xin May,9837315,In Service,Open Loop,,Fitted
Wang May,9837327,In Service,Open Loop,,Fitted
Esteem Astro,9838008,In Service,Open Loop,,Fitted
Sea Dolphin,9807229,In Service,Open Loop,,Fitted
Sea Elephant,9853254,In Service,Open Loop,,Fitted
Sea Cougar,9834868,In Service,Open Loop,,Fitted
Sea Tiger,9834870,In Service,Open Loop,,Fitted
Silver Moon,9838618,In Service,Open Loop,,Fitted
Moby Fantasy,9837509,In Service,Hybrid,,Fitted
Moby Legacy,9837511,In Service,Hybrid,,Fitted
MSC Mina,9839260,In Service,Hybrid,,Fitted
MSC Isabella,9839272,In Service,Hybrid,,Fitted
MSC Arina,9839284,In Service,Hybrid,,Fitted
MSC Nela,9839296,In Service,Hybrid,,Fitted
MSC Sixin,9839301,In Service,Hybrid,,Fitted
Sao Grace,9824033,In Service,Open Loop,,Fitted
Sao Heaven,9824045,In Service,Open Loop,,Fitted
Sao Indigo,9824057,In Service,Open Loop,,Fitted
Sao Joy,9824069,In Service,Open Loop,,Fitted
Sao Karen,9824071,In Service,Open Loop,,Fitted
Sao Louis,9824083,In Service,Open Loop,,Fitted
Sao Master,9824095,In Service,Open Loop,,Fitted
Sao Neptune,9840453,In Service,Open Loop,,Fitted
Sao Oasis,9840465,In Service,Open Loop,,Fitted
Sao Pearl,9840477,In Service,Open Loop,,Fitted
Sao Quixote,9841342,In Service,Open Loop,,Fitted
Sao Rose of Sharon,9841354,In Service,Open Loop,,Fitted
Sao Sabia,9841366,In Service,Open Loop,,Fitted
Sao Titan,9841378,In Service,Open Loop,,Fitted
Sao Unison,9841380,In Service,Open Loop,,Fitted
Queen Anne,9839399,In Service,TBC,,Fitted
MSC Gulsun,9839430,In Service,Hybrid,,Fitted
MSC Samar,9839442,In Service,Hybrid,,Fitted
MSC Leni,9839454,In Service,Hybrid,,Fitted
MSC Mia,9839466,In Service,Hybrid,,Fitted
MSC Febe,9839478,In Service,Hybrid,,Fitted
MSC Ambra,9839480,In Service,Hybrid,,Fitted
Maran Splendour,9839868,In Service,Open Loop,,Fitted
Maran Friendship,9846421,In Service,Open Loop,,Fitted
Sheng May,9847061,In Service,Open Loop,,Fitted
Hong May,9847073,In Service,Open Loop,,Fitted
Ore Yantai,9847566,In Service,Open Loop,,Fitted
Ore Fuzhou,9847578,In Service,Open Loop,,Fitted
Ore Shantou,9847542,In Service,Open Loop,,Fitted
Ore Chongqing,9847554,In Service,Open Loop,,Fitted
Ore Wuhan,9847580,In Service,Open Loop,,Fitted
Ore Zhoushan,9847619,In Service,Open Loop,,Fitted
CMA CGM Argentina,9839909,In Service,Open Loop,,Fitted
CMA CGM Mexico,9839911,In Service,Open Loop,,Fitted
