Type,Built,Status,Company,Group Company,Operator,Builder,Flag State,SOx Scrubber Status,Power Type,Current Global Zone,Current National Waters,Name,GT,Dwt,MMSI (Maritime Mobile Service Identity),IMO Number,Speed (knots),Engine Derived Total Main Engine Mechanical kW
Chemical Parcel Tanker,2016,In Service,Roxana Shipping,Kristen Marine SA,Roxana Shipping,Hyundai Mipo,Marshall Is.,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Turkey,Malbec Legacy,"23,676","37,295",538006543,9732826,14.50,"7,290"
Tanker,1999,In Service,Impala Shipping,Impala Shipping,Impala Shipping,Daewoo (DSME),Sao Tome,Fitted,Diesel 2-Stroke,East Asia,,Impalas,"157,833","299,167",668116257,9171448,15.00,"25,487"
Fully Cellular Container,2008,In Service,COSCO Shipping Lines,China COSCO Shipping,COSCO Shipping Lines,Hyundai HI (Ulsan),Panama,Fitted,Diesel 2-Stroke,West Coast North America,,COSCO Europe,"114,394","109,968",354886000,9345415,25.80,"68,640"
Fully Cellular Container,2011,In Service,Hapag-Lloyd,Hapag-Lloyd,Hapag-Lloyd,Samsung HI,Liberia,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Umm Salal,"141,077","145,327",636093186,9525857,24.10,"71,770"
Fully Cellular Container,2006,In Service,MSC,MSC,MSC,HHIC (Yeongdo),Liberia,Pending,Diesel 2-Stroke,West Coast South America,,MSC Freeport,"54,193","68,383",636021888,9301330,24.30,"41,130"
Chemical Parcel Tanker,2016,In Service,Inventor Chemical,Hansa Tankers,Uni-Tankers,Fukuoka SB (Fukuoka),Cayman Islands,Fitted,Diesel 2-Stroke,United Kingdom/Continent,Netherlands,Swan Pacific,"11,930","19,999",319104700,9749805,14.00,"4,440"
Fully Cellular Container,2024,In Service,Tsakos Shpg & Trdg,Tsakos Group,Hapag-Lloyd,Hyundai Mipo,Liberia,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Irenes Respect,"30,221","37,525",636023683,9964144,15.00,"11,610"
Ore Carrier,2018,In Service,China Ore Shipping,China COSCO Shipping,Vale,Shanghai Waigaoqiao,Singapore,Fitted,Diesel 2-Stroke,East Asia,,Yuan Bao Hai,"203,403","398,453",563067600,9806902,14.50,"24,200"
Tanker,2017,In Service,Bahri,Bahri,Bahri,Hyundai Samho HI,Saudi Arabia,Fitted,Diesel 2-Stroke,Middle East,Saudi Arabia,Rimthan,"154,252","298,778",403534000,9779836,16.00,"24,000"
Cruise Ship,2000,In Service,Holland America Line,Carnival Corporation,Holland America Line,Fincantieri Marghera,Netherlands,Fitted,Diesel Electric,West Coast North America,,Zaandam,"61,396","6,150",246442000,9156527,22.00,"43,203"
Bulk Carrier,2018,Idle,Moore Stephens,Moore Stephens,,Oshima Shipbuilding,Singapore,Fitted,Diesel 2-Stroke,West Coast North America,,MH Columbia,"32,241","60,396",563150600,9805673,12.00,"7,220"
Fully Cellular Container,2018,In Service,Evergreen Marine,Evergreen Marine,Evergreen Marine,Imabari SB (Imabari),Taiwan,Fitted,Diesel 2-Stroke,South East Asia,Indonesia,Ever Befit,"32,145","37,259",416036000,9784128,21.80,"24,260"
Bulk Carrier,2010,In Service,Lavinia Bulk,Laskaridis Shipping,Laskaridis Shipping,Shanghai Shipyard,Liberia,Fitted,Diesel 2-Stroke,South East Asia,,Idomeneas,"63,864","114,063",636017713,9448035,14.70,"15,810"
Chemical & Oil Carrier,2020,In Service,Pacific Carriers,Pacific Carriers,ExxonMobil,STX SB (Jinhae),Singapore,Fitted,Diesel 2-Stroke,East Coast Africa,,Puffin Pacific,"29,403","49,903",563108100,9876402,14.50,"7,820"
Fully Cellular Container,2012,In Service,Maersk,A.P. Moller,Maersk,Daewoo (DSME),Danish Int'l,Fitted,Diesel 2-Stroke,South East Asia,,Maersk Londrina,"89,505","93,907",219540000,9527037,22.50,"45,740"
Tanker,2017,In Service,Frontline,Fredriksen Group,Frontline,Daewoo (DSME),Marshall Is.,Fitted,Diesel 2-Stroke,East Coast Africa,,Front Prince,"157,142","301,101",538007561,9788899,17.00,"24,990"
Bulk Carrier,2005,In Service,Oceanicwit Shpg,Oceanicwit Shpg,Oceanicwit Shpg,Shanghai Waigaoqiao,Panama,Fitted,Diesel 2-Stroke,East Asia,Taiwan,Leone Fortune,"87,820","174,018",352003023,9329459,14.00,"16,852"
Tanker,2000,In Service,Longevo Group Ltd,Longevo Group Ltd,Longevo Group Ltd,Hitachi Zosen Ariake,Panama,Fitted,Diesel 2-Stroke,East Coast South America,,Longevo,"159,397","298,677",374104000,9182306,15.50,"25,480"
LPG Carrier,2008,In Service,Arcadia Shipping,Arcadia Shipping,Arcadia Shipping,Hyundai HI (Ulsan),Indonesia,Fitted,Diesel 2-Stroke,East Coast Africa,,Victoria Lyra,"47,173","58,677",525114108,9347516,16.90,"13,560"
Product Carrier,2016,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Daehan Shipbuilding,Marshall Is.,Fitted,Diesel 2-Stroke,West Coast Africa,,Pacific Nafsika,"62,397","109,999",538006922,9732278,13.91,"11,150"
Bulk Carrier,2010,In Service,CMES Shipping,China Merchants,CMES Shipping,Beihai Shipyard,Hong Kong,Fitted,Diesel 2-Stroke,East Coast Africa,,Pacific Creation,"94,710","180,050",477749600,9469974,15.00,"18,660"
Cruise Ship,2018,In Service,MSC Cruises,MSC,MSC Cruises,Fincantieri Monfalco,Malta,Fitted,Diesel Electric,East Coast South America,,MSC Seaview,"153,516","11,385",248717000,9745378,21.10,"62,400"
Fully Cellular Container,2023,In Service,CULines,CULines,CULines,Huangpu Wenchong,Singapore,Fitted,Diesel 2-Stroke,South East Asia,Malaysia,CUL Shekou,"27,275","34,230",563209500,9964596,15.00,"13,700"
Bulk Carrier,2017,In Service,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Keishin Kaiun K.K.,Imabari SB Marugame,Panama,Fitted,Diesel 2-Stroke,West Coast Africa,,Majestic Island,"43,484","81,632",356362000,9790828,16.10,"9,660"
Bulk Carrier,2017,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Imabari SB Hiroshima,Isle of Man,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Berge Sarstein,"93,656","182,981",232006421,9774367,15.00,"15,800"
Cruise Ship,1999,In Service,Azamara Cruises,Azamara Cruises,Azamara Cruises,Ch. de l'Atlantique,Malta,Fitted,Diesel Electric,South East Asia,Singapore,Azamara Onward,"30,312","3,010",229765000,9187887,18.00,"19,438"
Bulk Carrier,2015,In Service,Genco Shpg & Trading,Genco Shpg & Trading,Genco Shpg & Trading,Shanghai Waigaoqiao,Marshall Is.,Fitted,Diesel 2-Stroke,East Coast Africa,,Genco Endeavour,"94,385","181,060",538008118,9698965,15.00,"15,748"
Fully Cellular Container,2019,In Service,Evergreen Marine,Evergreen Marine,Evergreen Marine,Imabari SB (Imabari),Panama,Fitted,Diesel 2-Stroke,South East Asia,,Ever Build,"32,145","36,972",370616000,9790062,21.80,"24,260"
Bulk Carrier,2015,In Service,Formosa Plastics Co,Formosa Plastics,Formosa Plastics Co,JMU Ariake Shipyard,Liberia,Fitted,Diesel 2-Stroke,East Asia,,FPMC B Nature,"107,026","209,817",636016836,9723162,14.70,"16,040"
Fully Cellular Container,2019,In Service,XT Shipping,XT Group,XT Shipping,Hyundai Mipo,Singapore,Fitted,Diesel 2-Stroke,East Coast South America,Colombia,Green Ocean,"17,930","22,343",563095700,9865960,19.00,"10,910"
Ore Carrier,2014,In Service,Mitsui OSK Lines,Mitsui OSK Lines,Mitsui OSK Lines,Namura Shipbuilding,Japan,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Warramboo,"132,512","250,718",432965000,9621340,17.00,"21,910"
Tanker,2018,In Service,Bahri,Bahri,Bahri,Hyundai Samho HI,Saudi Arabia,Pending,Diesel 2-Stroke,West Coast Africa,,Qamran,"154,252","298,858",403798001,9783708,16.00,"24,000"
Bulk Carrier,2011,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Jiangsu Eastern,Marshall Is.,Fitted,Diesel 2-Stroke,South East Asia,Vietnam,Sinokor Sunrise,"43,537","79,393",538004269,9602148,14.00,"11,620"
Tanker,1998,Idle,Stellar Ocean Ltd,Stellar Ocean Ltd,,Hyundai HI (Ulsan),Panama,Fitted,Diesel 2-Stroke,East Coast North America,,Jersey,"57,009","105,994",352978145,9178329,10.00,"12,268"
Multi-Purpose/Heavy Lift Cargo,2009,In Service,Spliethoff,Spliethoff,Spliethoff,CSC Jiangdong,Netherlands,Fitted,Diesel 4-Stroke,Australasia,Australia,Heemskerkgracht,"9,611","12,744",244010871,9443669,15.50,"6,000"
Bulk Carrier,2016,In Service,Nissen Kaiun,Nissen Kaiun,,Imabari SB Hiroshima,Panama,Fitted,Diesel 2-Stroke,West Coast Africa,,Ehime Queen,"92,722","181,221",371380000,9767522,16.30,"15,450"
Bulk Carrier,2011,Idle,Star Bulk Carriers,Star Bulk Carriers,,Sanoyas,Liberia,Fitted,Diesel 2-Stroke,Middle East,,Star Electra,"44,372","83,494",636019445,9442536,14.50,"10,740"
Reefer,2024,In Service,Rongcheng Taiyu,Rongcheng Taiyu,Rongcheng Taiyu,Huanghai SB,China P.R.,Fitted,Diesel 2-Stroke,East Coast South America,,Hua Xiang 5,"13,985","19,266",413609640,1062017,15.00,"6,810"
Chemical & Oil Carrier,2012,In Service,Formosa Plastics Co,Formosa Plastics,Nat Chem Carriers,STX SB (Jinhae),Liberia,Fitted,Diesel 2-Stroke,South East Asia,,FPMC 30,"29,744","44,997",636015251,9581679,15.20,"9,480"
Cruise Ship,2019,In Service,Carnival Cruise Line,Carnival Corporation,Carnival Cruise Line,Fincantieri Monfalco,Bahamas,Fitted,Diesel Electric,East Coast North America,,Carnival Venezia,"135,225","12,242",311001253,9801689,18.00,"62,400"
Tanker,2017,In Service,SA Maritime AFEZCO,SA Maritime AFEZCO,SA Maritime AFEZCO,Daehan Shipbuilding,Azerbaijan,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Shusha,"60,751","113,838",423519100,9779941,14.50,"11,760"
Pass./Car Ferry,1999,In Service,Grandi Navi Veloci,MSC,SNCM,Nuovi Cant. Apuania,Italy,Fitted,Diesel 4-Stroke,Mediterranean / Black Sea,,Excelsior,"39,739","7,831",247351100,9184419,24.00,"28,960"
Fully Cellular Container,2014,In Service,SFL Corporation,Fredriksen Group,Maersk,Daewoo (DSME),Marshall Is.,Fitted,Diesel 2-Stroke,West Coast North America,,San Felipe,"96,386","113,700",538005732,9698628,22.00,"39,020"
Tanker,2004,Idle,Greetee,Greetee,,Daewoo (DSME),Panama,Fitted,Diesel 2-Stroke,,,Lauren II,"159,087","298,564",355070000,9258521,15.50,"25,480"
Chemical & Oil Carrier,2015,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Hyundai Mipo,Marshall Is.,Fitted,Diesel 2-Stroke,West Coast South America,Peru,Silver Zoe,"29,327","49,635",538006366,9692325,14.00,"7,700"
Fully Cellular Container,2020,In Service,XT Shipping,XT Group,XT Shipping,Hyundai Mipo,Luxembourg,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Spain,Green Pole,"17,930","21,525",253000119,9866005,19.00,"10,919"
Chemical & Oil Carrier,2011,In Service,Formosa Plastics Co,Formosa Plastics,Nat Chem Carriers,STX SB (Jinhae),Liberia,Fitted,Diesel 2-Stroke,South East Asia,Singapore,FPMC 28,"29,744","44,996",636015249,9528378,15.20,"9,480"
Tanker,2017,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Samsung HI,Malta,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Italy,Matala,"82,648","158,715",249862000,9776743,14.50,"14,300"
Fully Cellular Container,2014,In Service,COSCO Shipping Lines,China COSCO Shipping,COSCO Shipping Lines,Nantong COSCO KHI,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,COSCO Italy,"153,666","156,605",477845600,9516454,24.00,"72,240"
Tanker,2002,Idle,Unknown,Unknown,,Hyundai Samho HI,Guyana,Fitted,Diesel 2-Stroke,South East Asia,Vietnam,Moonbay,"161,135","319,430",750269000,9230907,16.10,"29,366"
Bulk Carrier,2011,In Service,Polaris Shipping,Polaris Shipping,Polaris Shipping,Sungdong SB,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,Solar Frontier,"93,196","179,259",477023300,9569798,15.00,"18,660"
Tanker,2018,In Service,Bahri,Bahri,Bahri,Hyundai Samho HI,Saudi Arabia,Fitted,Diesel 2-Stroke,East Coast North America,,Lawhah,"154,252","298,886",403624001,9783681,16.00,"24,000"
Bulk Carrier,2010,In Service,Nova Gemi,Nova Gemi,Nova Gemi,COSCO Dalian SY,Barbados,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Grey Whale,"51,209","93,143",314910000,9498705,14.10,"12,240"
FSO,2002,In Service,Euronav,CMB,North Oil Co,Drydocks World Dubai,Marshall Is.,Pending,Diesel 2-Stroke,Middle East,,FSO Asia,"236,638","432,023",538003426,9224752,16.00,"36,937"
Chemical & Oil Carrier,2012,In Service,TORM A/S,TORM A/S,TORM A/S,Brod. Trogir,Danish Int'l,Fitted,Diesel 2-Stroke,East Asia,,Torm Allegro,"27,220","46,184",219028419,9484912,15.50,"8,580"
Fully Cellular Container,2018,In Service,Jungerhans & Co,Jungerhans & Co,BG Freight Lines,Zhoushan Changhong,Cyprus,Fitted,Diesel 2-Stroke,United Kingdom/Continent,Netherlands,BG Emerald,"12,831","13,250",209248000,9803704,18.00,"10,470"
Bulk Carrier,2016,In Service,Nissen Kaiun,Nissen Kaiun,,Sanoyas Shipbuilding,Panama,Fitted,Diesel 2-Stroke,Indian Subcontinent,Bangladesh,Imabari Queen,"34,164","60,472",374854000,9767766,13.60,"7,740"
Chip Carrier,2008,In Service,NYK Line,NYK Line,NYK Line,Oshima Shipbuilding,Panama,Fitted,Diesel 2-Stroke,East Asia,Japan,Glorious Sakura,"49,192","60,500",370962000,9363699,14.50,"9,670"
Chemical & Oil Carrier,2015,In Service,TORM A/S,TORM A/S,TORM A/S,Hyundai Mipo,Singapore,Fitted,Diesel 2-Stroke,West Coast North America,,Torm Dagmar,"29,225","49,999",563214200,9702209,14.00,"7,180"
Fully Cellular Container,2002,In Service,MSC,MSC,MSC,Daewoo (DSME),Panama,Fitted,Diesel 2-Stroke,United Kingdom/Continent,,MSC Laura,"75,590","84,920",354092000,9225665,25.50,"57,099"
Fully Cellular Container,2015,In Service,Heung-A Line,Sinokor Merchant,Heung-A Line,Dae Sun Shipbuilding,Marshall Is.,Fitted,Diesel 2-Stroke,East Asia,Japan,Heung-A Akita,"9,960","12,473",538005898,9693953,18.00,"6,700"
Cruise Ship,2007,In Service,Royal Caribbean Intl,Royal Caribbean,Royal Caribbean Intl,Aker Finnyards,Bahamas,Fitted,Diesel Electric,East Coast North America,Bahamas,Liberty of The Seas,"155,889","10,500",309436000,9330032,21.60,"75,600"
Fully Cellular Container,2012,In Service,Hapag-Lloyd,Hapag-Lloyd,Hapag-Lloyd,Samsung HI,Liberia,Fitted,Diesel 2-Stroke,East Coast Africa,,Al Riffa,"141,077","145,327",636093164,9525912,24.10,"71,770"
Chemical & Oil Carrier,2017,In Service,Sinokor Merchant,Sinokor Merchant,Shell Tank Singapore,STX SB (Jinhae),Marshall Is.,Fitted,Diesel 2-Stroke,Indian Subcontinent,,Pacific Julia,"42,884","74,356",538007362,9772046,14.00,"9,663"
Ore Carrier,2013,In Service,Everest Shpg,Jiangsu Shagang,Everest Shpg,Dalian COSCO KHI,Liberia,Fitted,Diesel 2-Stroke,East Coast Africa,,Shagang Faith,"152,306","298,085",636015590,9521980,14.00,"19,000"
Bulk Carrier,2007,Idle,Genco Shpg & Trading,Genco Shpg & Trading,,Universal SB (Tsu),Marshall Is.,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Genco Tiberius,"88,675","175,874",538009961,9331555,14.50,"14,497"
Multi-Purpose,2011,In Service,Spliethoff,Spliethoff,Spliethoff,Zhejiang Ouhua SB,Netherlands,Fitted,Diesel 4-Stroke,Australasia,Australia,Minervagracht,"9,524","12,500",246769000,9571521,15.30,"5,430"
Tanker,2017,In Service,Maran Tankers Mgmt,Angelicoussis Group,Maran Tankers Mgmt,Daewoo (DSME),Greece,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Maran Hermione,"82,908","156,458",241490000,9779379,14.80,"15,310"
Bulk Carrier,2011,In Service,Levante Shpmngt,Levante Shpmngt,Levante Shpmngt,I-S Shipyard,Panama,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Ukraine,St Olga,"17,025","28,202",352001914,9493224,13.80,"6,146"
Fully Cellular Container,2007,In Service,MSC,MSC,MSC,Volkswerft,Madeira,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Spain,MSC Bremerhaven V,"48,853","53,634",255804350,9313967,29.20,"68,640"
Product Carrier,2013,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,Eastern Pacific Shpg,Onomichi Dockyard,Liberia,Fitted,Diesel 2-Stroke,East Coast South America,,Pacific Zircon,"28,426","50,015",636015704,9539573,15.20,"9,480"
Seismic Survey,2017,In Service,PGS,TGS,PGS,MHI Nagasaki,Norway,Fitted,Diesel Electric,West Coast Africa,,Ramform Hyperion,"20,637","9,000",258081000,9676890,16.00,"24,000"
Pure Car Carrier,2018,In Service,Grimaldi Group,Grimaldi Group,Grimaldi Group,Zhejiang Yangfan,Italy,Fitted,Diesel 2-Stroke,East Coast Africa,,Grande Torino,"65,255","15,853",247379500,9782675,20.20,"13,680"
Bulk Carrier,2010,In Service,Maran Dry Mngt,Angelicoussis Group,Maran Dry Mngt,STX SB (Jinhae),Greece,Fitted,Diesel 2-Stroke,Australasia,,Maran Grace,"91,656","180,391",241058000,9440320,14.90,"18,651"
Fully Cellular Container,2015,In Service,MSC,MSC,MSC,Dalian Shipbuilding,Madeira,Fitted,Diesel 2-Stroke,West Coast Africa,,MSC Sofia Celeste,"95,497","110,039",255806495,9702091,22.00,"47,430"
Fully Cellular Container,2015,In Service,KMTC,KMTC,KMTC,HHIC-Phil (Subic SY),South Korea,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,KMTC Dubai,"52,254","65,010",441248000,9723928,21.50,"24,680"
Ore Carrier,2011,In Service,VLOC Holdings,ICBC,Vale,Jiangsu Rongsheng,Hong Kong,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Ore China,"201,384","400,606",477510400,9522972,14.80,"29,400"
Bulk Carrier,2011,In Service,Star Bulk Carriers,Star Bulk Carriers,Star Bulk Carriers,Tsuneishi Zhoushan,Marshall Is.,Fitted,Diesel 2-Stroke,West Coast Africa,,Madredeus,"52,186","98,681",538005471,9520845,13.50,"12,700"
Tanker,2017,In Service,Wah Kwong Maritime,Wah Kwong Maritime,Maersk Tankers (USA),Sumitomo (Yokosuka),Hong Kong,Fitted,Diesel 2-Stroke,East Coast North America,,Unity Venture,"60,126","111,919",477023800,9773739,14.50,"11,110"
Pure Car Carrier,2020,In Service,Grimaldi Group,Grimaldi Group,Grimaldi Group,Zhejiang Yangfan,Italy,Fitted,Diesel 2-Stroke,West Coast Africa,,Grande New Jersey,"65,148","15,853",247409200,9782704,19.20,"13,680"
Ore Carrier,2012,In Service,VLOC Holdings,ICBC,Vale,Jiangsu Rongsheng,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,Ore Shandong,"201,384","400,000",477510500,9532549,14.80,"29,400"
Bulk Carrier,2004,In Service,Safe Arrival,Shanghai Chang'an,Safe Arrival,Universal SB Ariake,Liberia,Fitted,Diesel 2-Stroke,West Coast Africa,,Demeter Venture,"101,933","203,272",636019653,9314674,14.70,"16,861"
Ore Carrier,2012,In Service,Pan Ocean,Pan Ocean,Pan Ocean,STX SB (Jinhae),Marshall Is.,Fitted,Diesel 2-Stroke,West Coast Africa,,Sea Qingdao,"199,959","403,919",538004553,9575450,14.80,"29,260"
Tanker,2017,In Service,Neda Maritime Agency,Neda Maritime Agency,Neda Maritime Agency,Hyundai HI (Ulsan),Greece,Fitted,Diesel 2-Stroke,South East Asia,,Arosa,"150,978","299,323",241478000,9784386,15.00,"23,692"
Cruise Ship,2011,In Service,Costa Crociere,Carnival Corporation,Costa Crociere,Fincantieri Marghera,Italy,Fitted,Diesel Electric,East Coast South America,Brazil,Costa Favolosa,"113,307","10,000",247311100,9479852,19.60,"75,600"
Pass./Car Ferry,2006,In Service,LD Lines,Louis Dreyfus (LDA),DFDS Seaways,Astillero Barreras,France,Fitted,Diesel 4-Stroke,United Kingdom/Continent,France,Seven Sisters,"18,564","2,900",228244700,9320130,22.00,"18,888"
Tanker,2011,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Samsung HI,Malta,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Saga,"61,332","115,708",248964000,9528031,15.00,"14,400"
Fully Cellular Container,2006,In Service,Conti Reederei,Reederei C-P Offen,ONE,Samsung HI,Malta,Fitted,Diesel 2-Stroke,North Asia,,Conti Contessa,"90,449","100,886",256011000,9293806,25.20,"68,666"
Tanker,2018,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,Dalian Shipbuilding,Hong Kong,Fitted,Diesel 2-Stroke,West Coast Africa,,Cosnew Lake,"165,511","318,803",477202200,9804289,15.58,"25,360"
Pure Car Carrier,2010,In Service,Eukor Car Carriers,Wallenius Wilhelmsen,Eukor Car Carriers,Hyundai HI (Ulsan),South Korea,Fitted,Diesel 2-Stroke,East Asia,,Morning Lady,"70,687","20,930",441467000,9445980,19.60,"14,280"
Bulk Carrier,2015,In Service,Kambara Kisen KK,Tsuneishi Holdings,,Tsuneishi Zhoushan,Marshall Is.,Fitted,Diesel 2-Stroke,East Asia,,Ultra Cougar,"43,036","81,922",538090680,9702778,14.50,"9,660"
Chemical & Oil Carrier,2010,In Service,TORM A/S,TORM A/S,TORM A/S,GSI Liwan,Danish Int'l,Fitted,Diesel 2-Stroke,Middle East,United Arab Emirates,Torm Almena,"30,241","49,999",219415000,9465980,15.00,"9,960"
Ore Carrier,2013,In Service,China Ore Shipping,China COSCO Shipping,China Ore Shipping,Jiangsu Rongsheng,Singapore,Fitted,Diesel 2-Stroke,East Coast South America,,Yuan Zhen Hai,"201,384","399,997",566587000,9532551,14.80,"29,400"
Open Hatch Carrier,2013,In Service,Inui Global Logistic,Inui Global Logistic,Inui Global Logistic,Saiki Hvy. Ind.,Panama,Fitted,Diesel 2-Stroke,East Asia,,Ken Ei,"22,863","37,056",354162000,9538983,15.90,"7,470"
Pure Car Carrier,2017,In Service,Hyundai Glovis,Hyundai Motor Group,Hyundai Glovis,Hyundai Mipo,South Korea,Fitted,Diesel 2-Stroke,East Asia,South Korea,Glovis Silver,"71,178","20,941",440249000,9775828,19.53,"12,927"
Fully Cellular Container,2018,In Service,Evergreen Marine,Evergreen Marine,Evergreen Marine,CSBC (Kaohsiung),Panama,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Ever Birth,"32,659","37,872",374898000,9786956,21.80,"24,260"
Ore Carrier,2013,In Service,China Ore Shipping,China COSCO Shipping,China Ore Shipping,Jiangsu Rongsheng,Singapore,Fitted,Diesel 2-Stroke,East Coast South America,,Yuan Jian Hai,"201,384","399,995",563254000,9532587,14.80,"29,400"
Multi-Purpose,2005,In Service,Kustvaart Harlinge,Kustvaart Harlinge,Wagenborg Shipping,Ferus Smit SY,Netherlands,Fitted,Diesel 4-Stroke,United Kingdom/Continent,,Terschelling,"3,990","6,000",246507000,9313826,13.00,"2,640"
Bulk Carrier,2011,In Service,Safe Bulkers,Safe Bulkers,Safe Bulkers,Imabari SB Marugame,Cyprus,Fitted,Diesel 2-Stroke,South East Asia,,Venus History,"50,647","95,692",209941000,9591600,14.00,"12,950"
Tanker,2004,In Service,Greetee,Greetee,Greetee,Daewoo (DSME),Panama,Fitted,Diesel 2-Stroke,,,M Sophia,"161,235","320,050",374933000,9289477,15.00,"29,340"
Pure Car Carrier,2015,In Service,Hyundai Glovis,Hyundai Motor Group,Hyundai Glovis,Hyundai Samho HI,South Korea,Fitted,Diesel 2-Stroke,Indian Subcontinent,India,Glovis Sun,"65,697","19,638",440255000,9749568,20.00,"13,070"
